Block Structure Code,Total Block Rateable Value,Block Name,BD Code (Only issued if block contains Homeowners)
STR004849,310,SILVERTHORNE ROAD,BD000176
STR004850,446,SILVERTHORNE ROAD,
STR004851,302,SILVERTHORNE ROAD,
STR004852,380,SILVERTHORNE ROAD 9-11,BD000177
STR004853,290,SILVERTHORNE ROAD,
STR004854,334,TESSA SANDERSON PLACE ,
STR004855,797,VASSALL ROAD ,
STR004856,351,TESSA SANDERSON PLACE ,
STR004857,499,VASSALL ROAD ,
STR004858,228,VASSALL ROAD 82 FLATS 1-3,BD000911
STR004859,380,TESSA SANDERSON PLACE 3-4,BD000178
STR004860,240,TESSA SANDERSON PLACE ,
STR004861,363,TESSA SANDERSON PLACE ,
STR004863,422,TESSA SANDERSON PLACE ,BD000179
STR004864,388,VASSALL ROAD,
STR004865,422,TESSA SANDERSON PLACE,BD000180
STR004866,322,TESSA SANDERSON PLACE,
STR004867,322,TESSA SANDERSON PLACE,
STR004868,2751,PLOVER HOUSE BRIXTON ROAD (1-12),BD003387
STR004869,422,TESSA SANDERSON PLACE ,
STR004871,422,TESSA SANDERSON PLACE ,BD003683
STR004872,310,TESSA SANDERSON PLACE ,
STR004873,2751,PLOVER HOUSE BRIXTON ROAD (13-24),BD003387
STR004874,254,TESSA SANDERSON PLACE,
STR004875,334,TESSA SANDERSON PLACE,
STR004876,322,TESSA SANDERSON PLACE,BD000181
STR004877,322,TESSA SANDERSON PLACE,BD000182
STR004878,326,TESSA SANDERSON PLACE,BD000183
STR004879,322,TESSA SANDERSON PLACE,
STR004880,314,TESSA SANDERSON PLACE,BD000184
STR004881,173,WANDSWORTH ROAD ,
STR004883,177,WANDSWORTH ROAD ,
STR004888,152,WANDSWORTH ROAD ,
STR004890,7290,SWIFT HOUSE CRANMER ROAD (1-30),BD003388
STR004895,478,WANDSWORTH ROAD,BD000248
STR004897,2384,SWIFT HOUSE CRANMER ROAD (31-38),BD003388
STR004898,223,VASSALL ROAD ,BD000909
STR004903,286,TINDALL STREET ,
STR004906,286,TINDALL STREET ,
STR004907,662,IVELEY ROAD ,BD000238
STR004910,342,HEATH ROAD ,BD000153
STR004911,306,HEATH ROAD ,
STR004912,3972,CREWSDEN ROAD 33-47 33A-47A,BD002872
STR004913,540,HEATH ROAD ,
STR004914,422,HEATH ROAD ,BD000154
STR004915,240,HEATH ROAD ,
STR004917,240,HEATH ROAD ,
STR004918,298,HEATH ROAD ,BD000155
STR004919,318,HEATH ROAD ,
STR004921,322,HEATH ROAD ,BD000156
STR004922,254,HEATH ROAD ,
STR004923,240,HEATH ROAD ,BD000157
STR004926,310,HEATH ROAD ,BD000158
STR004927,363,HEATH ROAD ,BD000159
STR004928,254,HEATH ROAD ,BD000160
STR004929,318,HEATH ROAD ,
STR004930,2192,SOUTH ISLAND PLACE (32-42),BD002875
STR004931,298,HEATH ROAD,BD000161
STR004932,376,HEATH ROAD,
STR004933,250,HEATH ROAD,BD000137
STR004934,2192,SOUTH ISLAND PLACE (44-54),BD002875
STR004935,240,HEATH ROAD,
STR004936,347,HEATH ROAD,
STR004937,250,HEATH ROAD,
STR004938,430,HEATH ROAD,
STR004939,302,HEATH ROAD,
STR004940,310,HEATH ROAD,BD000138
STR004942,250,HEATH ROAD,
STR004943,302,HEATH ROAD,BD000139
STR004944,310,HEATH ROAD,
STR004945,298,HEATH ROAD,
STR004946,310,HEATH ROAD,
STR004947,507,RICHBORNE TERRACE ,BD003702
STR004948,310,HEATH ROAD ,
STR004949,858,HEATH ROAD 70-74,BD000124
STR004950,186,HEATH ROAD ,
STR004952,422,HEATH ROAD 86-88,BD000126
STR004953,422,HEATH ROAD 90-92,BD000127
STR004954,495,RICHBORNE TERRACE,BD003545
STR004955,422,HEATH ROAD,
STR004956,422,HEATH ROAD 98-100,BD003617
STR004957,422,HEATH ROAD ,
STR004958,422,HEATH ROAD ,
STR004960,250,HEATH ROAD ,
STR004961,250,HEATH ROAD ,
STR004962,250,HEATH ROAD ,
STR004963,250,HEATH ROAD ,BD000114
STR004964,250,HEATH ROAD ,
STR004965,430,HEATH ROAD ,
STR004966,347,HEATH ROAD ,
STR004968,298,HEATH ROAD ,BD000115
STR004969,455,HEATH ROAD ,
STR004971,250,HEATH ROAD ,
STR004974,298,HEATH ROAD ,BD000101
STR004975,422,HEATH ROAD 147-149,BD000102
STR004976,298,HEATH ROAD ,
STR004978,376,HEATH ROAD ,BD000103
STR004979,422,HEATH ROAD ,
STR004980,422,HEATH ROAD (159-161),
STR004982,376,HEATH ROAD ,BD000104
STR004983,236,HEATH ROAD ,
STR004984,422,HEATH ROAD ,BD000105
STR004985,422,HEATH ROAD ,BD000106
STR004987,894,HEATH ROAD ,BD000106
STR004988,310,HEATH ROAD ,BD003607
STR004990,310,HEATH ROAD ,
STR004991,310,HEATH ROAD ,
STR004992,310,HEATH ROAD ,BD000107
STR004994,298,HEATH ROAD ,
STR004996,302,HEATH ROAD ,
STR004997,302,HEATH ROAD ,
STR004998,302,HEATH ROAD ,
STR005001,302,HEATH ROAD ,
STR005003,310,HEATH ROAD ,
STR005005,724,JEFFREYS ROAD ,BD000244
STR005011,477,JEFFREYS ROAD ,
STR005015,1338,JEFFREYS ROAD (67-77),BD000128
STR005018,892,JEFFREYS ROAD (79-85),BD000128
STR005029,498,CREWDSON ROAD 48 FLATS 1-3,BD003003
STR005030,1064,CREWDSON ROAD 55-57 FLATS 1-6,BD003004
STR005031,169,NEWBY STREET,
STR005032,254,NEWBY STREET,
STR005033,578,CLAPHAM ROAD 17 FLATS A 2&3,BD003013
STR005034,322,NEWBY STREET ,BD000168
STR005036,494,CLAPHAM ROAD,BD003009
STR005040,245,BONNINGTON SQUARE 3-7 ODD,
STR005043,347,WANDSWORTH ROAD ,BD000245
STR005044,642,CLAPHAM ROAD ,BD003012
STR005045,724,JEFFREYS ROAD 49A B & C,BD000243
STR005046,570,CLAPHAM ROAD 56 FLATS 1 2&3,BD003014
STR005047,561,UNION ROAD 84 FLATS 1 2&3,BD000218
STR005048,527,CLAPHAM ROAD,BD003016
STR005052,306,ROZEL ROAD ,
STR005053,254,NEWBY STREET ,
STR005055,380,NEWBY STREET ,
STR005056,380,NEWBY STREET ,BD000169
STR005057,298,NEWBY STREET ,
STR005058,4263,WHITEBEAM CLOSE 10-27 CONS,BD002929
STR005059,254,NEWBY STREET ,
STR005060,351,NEWBY STREET ,
STR005061,392,NEWBY STREET ,
STR005062,254,NEWBY STREET ,
STR005063,334,NEWBY STREET ,
STR005064,422,NEWBY STREET 20-22,BD003481
STR005065,440,BRAYBOURNE AVENUE ,
STR005069,400,BRAYBOURNE AVENUE ,BD003459
STR005070,468,UNION ROAD ,BD000219
STR005076,262,SOUTH LAMBETH ROAD ,
STR005077,182,UNION GROVE ,
STR005080,426,HARLEYFORD ROAD,BD003019
STR005081,494,KENNINGTON ROAD ,
STR005083,903,VAUXHALL GROVE ,BD003466
STR005085,321,VAUXHALL GROVE,
STR005086,428,VAUXHALL GROVE ,BD002985
STR005087,376,VAUXHALL GROVE ,
STR005093,115,HARLEYFORD ROAD ,
STR005094,144,HARLEYFORD ROAD ,
STR005104,266,SORRELL CLOSE ,
STR005105,266,SORRELL CLOSE ,
STR005106,338,ST LAWRENCE WAY ,
STR005107,2862,ST LAWRENCE WAY (2-18),
STR005108,422,ST LAWRENCE WAY,BD003465
STR005111,397,ST LAWRENCE WAY,
STR005112,422,ST LAWRENCE WAY,
STR005113,422,ST LAWRENCE WAY,
STR005114,422,ST LAWRENCE WAY,
STR005115,372,ST LAWRENCE WAY,BD000604
STR005116,338,ST LAWRENCE WAY,
STR005117,422,ST LAWRENCE WAY,
STR005118,422,ST LAWRENCE WAY,BD000589
STR005119,422,ST LAWRENCE WAY,
STR005120,266,TAVERN LANE ,
STR005121,397,TAVERN LANE ,
STR005125,1884,ABBESS CLOSE (1-12),
STR005126,3881,ABBESS CLOSE 13-28,BD001360
STR005127,1716,ABBESS CLOSE (29-34),BD001361
STR005128,1716,ABBESS CLOSE (35-40),BD001361
STR005138,397,BARSTOW CRESCENT ,
STR005139,580,BERWYN ROAD ,BD001363
STR005142,250,LOUGHBOROUGH ROAD,
STR005146,173,LOUGHBOROUGH ROAD,
STR005148,173,LOUGHBOROUGH ROAD,
STR005151,258,MINET ROAD ,
STR005153,302,NORVAL GREEN ,
STR005155,302,NORVAL GREEN ,
STR005158,3572,PECKFORD PLACE 1-23 ODD,BD000516
STR005163,9572,PECKFORD PLACE (2-64),BD000517
STR005165,351,COBURG CRESCENT,BD002095
STR005168,3792,SPICER CLOSE 5-27,BD001127
STR005169,7169,SPICER CLOSE (27-81),BD001128
STR005172,351,COBURG CRESCENT ,BD003312
STR005174,5090,SPICER ROAD 83-121,BD001129
STR005177,2007,COBURG CRESCENT 130-139,BD002122
STR005181,478,NORWOOD ROAD ,BD001750
STR005183,470,NORWOOD ROAD ,BD001750
STR005197,413,WESTERN ROAD ,
STR005199,388,WILTSHIRE ROAD ,
STR005200,388,WILTSHIRE ROAD ,
STR005201,388,WILTSHIRE ROAD ,
STR005202,388,WILTSHIRE ROAD ,
STR005203,388,WILTSHIRE ROAD ,
STR005204,388,WILTSHIRE ROAD ,
STR005207,697,WOLFINGTON ROAD ,BD001841
STR005208,752,COBURG CRESCENT ,BD002105
STR005212,245,GUERNSEY GROVE ,
STR005218,430,"BURROW WALK (6,14,15)",
STR005219,1505,BURROW WALK (9-17),BD001576
STR005220,1290,BURROW WALK (18-23),BD001577
STR005221,6828,BUSHELL CLOSE (1-26),BD002124
STR005222,3174,BUSHELL CLOSE (27-38),BD002125
STR005223,3122,BUSHELL CLOSE 39-52,BD002126
STR005228,347,COALDALE WALK ,
STR005229,274,COALDALE WALK ,
STR005230,347,COALDALE WALK ,
STR005233,558,NORWOOD ROAD ,BD001876
STR005234,474,NORWOOD ROAD ,BD001877
STR005237,2264,NORWOOD ROAD 317 FLATS 1-8,BD001366
STR005238,2954,NORWOOD ROAD (105-115),
STR005251,282,LIME TREE CLOSE,BD001456
STR005254,1256,NORWOOD ROAD 86-92,BD001365
STR005256,347,NORWOOD ROAD ,
STR005259,1870,ROUPELL ROAD (1-11),BD001359
STR005260,1870,ROUPELL ROAD (13-23),BD001359
STR005261,1870,ROUPELL ROAD (25-35),BD001359
STR005264,612,DEERBROOK ROAD ,BD003298
STR005266,468,DEERBROOK ROAD ,
STR005269,503,DERONDA ROAD,BD001872
STR005270,447,DERONDA ROAD ,BD001873
STR005271,346,HAWARDEN GROVE ,
STR005272,497,HOLMEWOOD GARDENS ,BD001874
STR005273,448,HOLMEWOOD ROAD ,
STR005276,466,ROMOLA ROAD ,BD001751
STR005277,412,"ROSENDALE ROAD 256 Flat 1, 2 & 3",BD003532
STR005280,461,THURLOW PARK ROAD,BD001752
STR005281,636,THURLOW PARK ROAD ,
STR005282,330,TRINITY RISE ,BD003516
STR005283,419,TULSE HILL,BD001878
STR005287,245,GUERNSEY GROVE ,
STR005288,245,GUERNSEY GROVE ,BD001579
STR005289,245,GUERNSEY GROVE ,
STR005290,266,HAWARDEN GROVE ,
STR005291,1048,HAWARDEN GROVE 31-37,BD001364
STR005293,347,LAIRDALE CLOSE ,BD003562
STR005294,274,LAIRDALE CLOSE ,
STR005295,347,LAIRDALE CLOSE ,
STR005296,274,LAIRDALE CLOSE ,
STR005297,347,LAIRDALE CLOSE ,
STR005299,347,LAIRDALE CLOSE ,
STR005300,274,LAIRDALE CLOSE ,BD001582
STR005301,8446,LANERCOST CLOSE 1 FLATS 1-28,BD001378
STR005302,397,LANERCOST ROAD ,
STR005303,1794,LANERCOST ROAD 1-3 FLATS 1-8,BD001715
STR005306,270,LORDS CLOSE ,
STR005314,245,PERRAN ROAD ,
STR005319,347,ROSENDALE ROAD ,
STR005320,274,ROSENDALE ROAD ,
STR005321,347,ROSENDALE ROAD ,BD001592
STR005323,347,ROSENDALE ROAD ,BD001594
STR005324,507,ROSENDALE ROAD ,BD003329
STR005326,270,SCOLES CRESCENT,
STR005328,198,SKIFFINGTON CLOSE,
STR005329,270,SKIFFINGTON CLOSE,
STR005330,270,SKIFFINGTON CLOSE,BD002160
STR005332,198,TALCOTT PATH ,
STR005333,198,TALCOTT PATH ,
STR005352,347,WARREN CLOSE,
STR005353,274,WARREN CLOSE,
STR005354,347,WARREN CLOSE,
STR005355,347,WARREN CLOSE,
STR005356,274,WARREN CLOSE,
STR005357,274,WARREN CLOSE,
STR005358,274,WARREN CLOSE,
STR005359,347,WARREN CLOSE,
STR005360,274,WARREN CLOSE,
STR005361,347,WARREN CLOSE,
STR005362,274,WARREN CLOSE,
STR005371,274,TRINITY RISE ,
STR005374,384,ROMOLA ROAD ,
STR005375,460,NORWOOD ROAD ,BD001749
STR005380,509,CHRISTCHURCH ROAD ,BD001737
STR005382,258,PROBYN ROAD ,
STR005386,119,CANTERBURY GROVE ,
STR005387,306,CANTERBURY GROVE,
STR005393,772,CASEWICK ROAD (155-169),BD001689
STR005394,223,CASEWICK ROAD (156-158),BD003296
STR005395,240,CASEWICK ROAD ,
STR005404,115,CROWN DALE ,
STR005406,182,CROWN DALE ,
STR005408,182,CROWN DALE ,BD001172
STR005409,182,CROWN DALE ,
STR005410,94,CURNICKS LANE,
STR005412,223,DALMORE ROAD ,
STR005413,330,DALMORE ROAD ,
STR005414,314,DARLINGTON ROAD ,BD001472
STR005415,2088,DARLINGTON ROAD 8-24,BD001473
STR005418,314,DARLINGTON ROAD ,
STR005419,314,DARLINGTON ROAD ,
STR005421,1856,DARLINGTON ROAD 40-54 EVEN,BD001477
STR005426,290,DASSETT ROAD ,BD001302
STR005427,290,DASSETT ROAD ,BD001302
STR005428,182,DASSETT ROAD ,
STR005431,430,DASSETT ROAD ,BD001168
STR005432,928,DASSETT ROAD (49-55),
STR005433,314,DASSETT ROAD ,
STR005435,157,DUNBAR STREET,
STR005436,157,DUNBAR STREET,
STR005437,384,DUNBAR STREET,BD001513
STR005438,367,DUNBAR STREET,
STR005439,367,DUNBAR STREET,
STR005440,372,DUNBAR STREET,
STR005442,355,DUNBAR STREET,
STR005443,380,DUNBAR STREET,
STR005444,355,DUNBAR STREET,BD001516
STR005446,355,DUNBAR STREET,
STR005448,372,DUNBAR STREET,BD001518
STR005449,1008,DUNBAR STREET (36-44),
STR005450,355,DUNBAR STREET ,
STR005452,1168,DUNBAR STREET (45-53),BD001520
STR005453,326,DUNBAR STREET ,
STR005454,326,DUNBAR STREET ,
STR005455,326,DUNBAR STREET ,BD001521
STR005456,294,DUNBAR STREET ,
STR005457,367,DUNBAR STREET ,
STR005458,1042,DUNBAR STREET (67-75),
STR005459,797,GROVE (2-8 (EVENS)DUNELM),
STR005460,372,DUNELM GROVE ,
STR005461,338,DUNELM GROVE ,
STR005462,240,DUNELM GROVE ,
STR005463,372,DUNELM GROVE ,BD001526
STR005465,306,DUNELM GROVE ,
STR005466,342,DUNELM GROVE ,
STR005468,1168,DUNELM GROVE 60-68 EVEN,BD001530
STR005470,338,DUNELM GROVE ,
STR005477,314,EDEN ROAD ,
STR005478,477,EDEN ROAD ,
STR005479,314,EDEN ROAD ,BD001483
STR005480,464,EDEN ROAD ,BD001479
STR005481,322,EDEN ROAD ,
STR005482,314,EDEN ROAD ,
STR005484,169,EDEN ROAD ,
STR005486,1856,EDEN ROAD 31-45 ODD,BD001481
STR005488,169,EDEN ROAD ,
STR005491,169,EDEN ROAD ,
STR005493,3910,ELDERBERRY GROVE (1-16),
STR005494,1672,ELDERBERRY GROVE (17-24),
STR005495,254,ELDER ROAD ,
STR005497,274,ELDER ROAD ,
STR005498,266,ELDER ROAD ,
STR005501,326,FRANKLIN CLOSE ,
STR005503,326,FRANKLIN CLOSE ,BD001603
STR005504,326,FRANKLIN CLOSE ,
STR005505,1431,FRANKLIN CLOSE 17-22,BD001607
STR005506,326,FRANKLIN CLOSE,
STR005507,3550,FRANKLIN CLOSE 28-41 CONS,BD001608
STR005513,3480,CLAPHAM MANOR STREET 108-118 EVEN,BD000038
STR005514,874,CLAPHAM MANOR STREET (120-122),BD000039
STR005515,743,CLAPHAM MANOR STREET 124-126,BD000197
STR005520,219,ANDALUS ROAD ,
STR005522,202,ANDALUS ROAD ,
STR005526,227,ASHMERE GROVE ,
STR005528,338,ASHMERE GROVE ,BD002466
STR005529,286,CLAPHAM ROAD,
STR005530,7958,FRIAR MEWS 1-21& 33-43 (CONS),BD001609
STR005534,677,BEDFORD ROAD ,
STR005535,1281,FRIAR MEWS 22-27(CONS),BD001609
STR005539,1370,FRIAR MEWS 28-32 (CONS),BD001609
STR005542,219,BEDFORD ROAD ,BD002386
STR005544,367,BEDFORD ROAD ,
STR005550,5264,BEDFORD ROAD 128-170,BD002387
STR005552,236,BELMONT CLOSE,BD000035
STR005553,692,FURNEAUX AVENUE 1-7 ODD,
STR005554,1048,BELMONT CLOSE (6-9),BD000068
STR005556,1818,BELMONT CLOSE (10-19),BD000068
STR005557,692,FURNEAUX AVENUE 9-15 ODD,BD001173
STR005558,258,BELMONT CLOSE ,
STR005559,776,BELMONT CLOSE 21-24,BD003468
STR005561,302,BELMONT CLOSE ,BD000069
STR005563,1488,BOWLANDS ROAD 30-38A,BD002185
STR005564,860,FURNEAUX AVENUE 17-23 ODD,BD001175
STR005567,326,BOWLANDS ROAD ,
STR005568,326,BOWLANDS ROAD ,BD002353
STR005569,860,FURNEAUX AVENUE 25-31 ODD,BD003487
STR005571,182,FURNEAUX AVENUE ,
STR005575,860,FURNEAUX AVENUE 33-39,BD001180
STR005576,772,BRITANNIA CLOSE (14-16),
STR005577,334,BRITANNIA CLOSE ,
STR005579,1667,BRITANNIA CLOSE 19-25,BD002357
STR005580,182,FURNEAUX AVENUE,
STR005581,1447,BRITANNIA CLOSE 26-31,BD002358
STR005582,860,FURNEAUX AVENUE 41-47,BD001181
STR005585,334,BRITANNIA CLOSE,BD002361
STR005587,794,BRITANNIA CLOSE 38-40,BD002362
STR005588,860,FURNEAUX AVENUE (49-55),BD001182
STR005589,346,FURNEAUX AVENUE (57-63),BD001184
STR005590,730,CATO ROAD 1 1A 1B,BD002599
STR005591,708,CATO ROAD,
STR005592,865,FURNEAUX AVENUE 65-71,BD001185
STR005594,1256,GIPSY ROAD 75-81,BD001250
STR005595,942,GIPSY ROAD 87-91 ODD,BD001251
STR005597,708,CATO ROAD 3 3A 3B,BD002600
STR005598,384,HAINTHORPE ROAD ,BD001682
STR005600,708,CATO ROAD 7 7A 7B,BD002602
STR005601,661,CATO ROAD 6 6A 6B,BD002590
STR005603,1488,HOLDERNESS WAY 1-15,BD001221
STR005604,708,CATO ROAD 11 11A 11B,BD002604
STR005605,1488,HOLDERNESS WAY 17-31,BD001222
STR005610,708,CATO ROAD 22 22A 22B,BD002596
STR005613,641,CATO ROAD 27 27A 27B,BD002611
STR005616,190,KNIGHTS HILL ,
STR005617,190,KNIGHTS HILL,BD001170
STR005619,760,KNIGHTS HILL (242-246),
STR005620,250,CHIP STREET,BD000092
STR005621,190,KNIGHTS HILL ,
STR005622,250,CHIP STREET ,BD000093
STR005626,5849,CLAPHAM CRESCENT (1-26),BD002363
STR005628,262,KNIGHTS HILL,
STR005632,422,CLAPHAM MANOR STREET ,BD003292
STR005634,388,KNIGHTS HILL,BD001864
STR005638,111,LADAS ROAD ,
STR005641,127,LADAS ROAD ,
STR005642,286,CLAPHAM MANOR STREET ,
STR005643,338,CLAPHAM MANOR STREET ,
STR005644,306,LADAS ROAD ,
STR005645,928,LADAS ROAD 80-86 EVEN,BD001484
STR005646,338,CLAPHAM MANOR STREET,BD000079
STR005649,223,CLAPHAM MANOR STREET ,
STR005650,298,LADAS ROAD ,
STR005651,194,CLAPHAM MANOR STREET ,
STR005656,314,LADAS ROAD,BD001486
STR005657,1856,LADAS ROAD 102-116,BD001487
STR005661,372,LAKEVIEW ROAD (1-3),BD001200
STR005663,219,CLAPHAM MANOR STREET ,
STR005667,286,LAKEVIEW ROAD ,
STR005669,1972,LAKEVIEW ROAD 15-25 ODD,BD001204
STR005671,1784,CLAPHAM PARK ROAD 191-205,BD002364
STR005673,1216,CLAPHAM PARK ROAD 41-51,BD000007
STR005676,4228,COTTAGE GROVE 21-53 ODD,BD000370
STR005678,2424,COTTAGE GROVE 22-44 EVEN,BD000368
STR005680,258,COTTAGE GROVE (46-74),BD000369
STR005683,7848,COTTAGE GROVE 55-113 ODD,BD000371
STR005684,5148,LAKEVIEW ROAD 31-65 ODD,BD001206
STR005688,4618,COTTAGE GROVE 115-149,BD000372
STR005689,6808,COTTAGE GROVE 151-201 ODD,BD000373
STR005690,2088,LAKEVIEW ROAD 77-91,BD001209
STR005693,2088,LAKEVIEW ROAD 93-107,BD001210
STR005694,250,CRESSET STREET ,
STR005695,2088,LAKEVIEW ROAD 109-123,BD001211
STR005697,372,LAKEVIEW ROAD (125-127),BD001212
STR005698,286,CRESSET STREET (10-11),
STR005699,1304,LAMBERHURST ROAD 10-16,BD001245
STR005700,286,CRESSET STREET,BD000073
STR005701,1304,LAMBERHURST ROAD 18-22A,BD001246
STR005705,2798,CRESSET STREET 25-36,BD000042
STR005706,388,LAMBERHURST ROAD,
STR005708,1363,CUBITT TERRACE 7-17,BD000032
STR005709,528,LANERCOST ROAD 35 FLATS 1-3,BD001692
STR005710,612,CUBITT TERRACE ,
STR005713,1363,CUBITT TERRACE 19-29,BD000033
STR005716,290,CUBITT TERRACE ,
STR005718,727,LINDWAY (2-8),BD003514
STR005720,250,LINDWAY ,
STR005723,250,LINDWAY ,
STR005724,250,LINDWAY ,
STR005725,2254,CUBITT TERRACE 48-68,BD000070
STR005726,686,LINDWAY 18-24,BD001199
STR005728,286,CUBITT TERERACE ,
STR005730,606,CUBITT TERRACE (72-76),BD000074
STR005731,928,LINTON GROVE(ODDS) (29-35),
STR005732,808,CUBITT TERRACE (78-84),BD000074
STR005733,115,LINTON GROVE ,
STR005734,250,CUBITT TERRACE ,
STR005735,232,LINTON GROVE ,
STR005736,1019,CUBITT TERRACE 96-106,BD000077
STR005737,298,LINTON GROVE ,
STR005738,388,CUBITT TERRACE 108-110,BD000078
STR005739,1624,LINTON GROVE (51-63),BD003707
STR005741,1616,DENIS WAY 1-8,BD003650
STR005745,380,FELMERSHAM CLOSE ,
STR005746,314,LINTON GROVE ,
STR005747,922,FELMERSHAM CLOSE 14-17,BD002366
STR005750,732,FELMERSHAM CLOSE 20-22,BD002367
STR005751,1856,LINTON GROVE 65-79,BD001498
STR005752,326,FELMERSHAM CLOSE ,BD002368
STR005753,1624,LINTON GROVE 66-78 EVENS,BD001470
STR005755,182,FELMERSHAM CLOSE ,BD002191
STR005756,236,FELMERSHAM CLOSE ,BD002192
STR005760,2088,MILLHOUSE PLACE 1-9 CONS,BD001489
STR005762,298,MILLHOUSE PLACE ,
STR005763,928,MILLHOUSE PLACE 14-17 CONS,BD001490
STR005765,119,MILLHOUSE PLACE ,
STR005766,157,MILLHOUSE PLACE ,BD001853
STR005768,254,MOUNT VILLAS ,
STR005770,194,PARK HALL ROAD ,BD001300
STR005773,274,PRIORESS ROAD ,
STR005774,274,PRIORESS ROAD ,
STR005775,274,PRIORESS ROAD ,
STR005776,232,PRIORESS ROAD ,
STR005777,274,PRIORESS ROAD ,
STR005778,342,PRIORESS ROAD ,
STR005779,232,PRIORESS ROAD ,
STR005780,232,PRIORESS ROAD ,
STR005781,232,PRIORESS ROAD ,
STR005782,232,PRIORESS ROAD ,
STR005783,342,PRIORESS ROAD ,
STR005784,342,PRIORESS ROAD ,
STR005785,232,PRIORESS ROAD ,
STR005786,232,PRIORESS ROAD ,
STR005787,232,PRIORESS ROAD ,
STR005789,274,PRIORESS ROAD ,
STR005790,274,PRIORESS ROAD ,BD003482
STR005791,274,PRIORESS ROAD ,
STR005794,1980,ST JULIANS FARM ROAD 124 FLATS 1-6,BD001247
STR005796,322,ST VINCENT CLOSE ,BD001658
STR005797,298,ST VINCENT CLOSE ,
STR005798,306,ST VINCENT CLOSE ,
STR005799,306,ST VINCENT CLOSE ,
STR005800,298,ST VINCENT CLOSE ,BD001659
STR005801,298,ST VINCENT CLOSE ,
STR005804,182,TIVOLI ROAD,BD001158
STR005805,860,TIVOLI ROAD 80-86,BD001159
STR005814,182,TIVOLI ROAD,BD001162
STR005816,692,TIVOLI ROAD (104-110),
STR005817,182,TIVOLI ROAD ,BD001163
STR005819,182,TIVOLI ROAD ,
STR005820,182,TIVOLI ROAD ,BD001164
STR005823,182,TIVOLI ROAD ,
STR005824,182,TIVOLI ROAD ,
STR005826,182,TIVOLI ROAD ,
STR005830,2088,TIVOLI ROAD 48-64 EVEN,BD001488
STR005833,136,TIVOLI ROAD ,
STR005838,115,TIVOLI ROAD ,
STR005841,232,TIVOLI ROAD ,
STR005844,744,TRUSLOVE ROAD (7-13),BD003535
STR005846,384,TRUSLOVE ROAD,
STR005849,372,TRUSLOVE ROAD,
STR005856,372,TRUSLOVE ROAD,
STR005858,744,TRUSLOVE ROAD (51-57),BD001216
STR005859,3008,TRUSLOVE ROAD 58-80,BD001217
STR005863,744,TRUSLOVE ROAD (71-77),BD001218
STR005864,334,TRUSLOVE ROAD,BD001217
STR005866,7928,FENWICK PLACE 1-55 ODD,BD000364
STR005867,744,TRUSLOVE ROAD 79-85,BD001219
STR005869,250,TRUSLOVE ROAD ,BD001220
STR005872,3454,FENWICK PLACE 24-66,BD000363
STR005873,236,WINDSOR CLOSE ,
STR005874,236,WINDSOR CLOSE,BD001264
STR005875,548,FENWICK PLACE (57-59),
STR005876,236,WINDSOR CLOSE ,
STR005881,6864,WINDSOR CLOSE (13-36),BD001266
STR005883,2668,FENWICK PLACE 61-79 ODD,BD000365
STR005884,3008,FENWICK PLACE 81-103 ODD,BD000366
STR005885,1930,WINDSOR CLOSE (37-46),
STR005886,5660,FENWICK PLACE 105-147 ODD,BD000367
STR005887,3432,WINDSOR CLOSE (47-58),BD001267
STR005889,219,HASELRIGGE ROAD ,
STR005891,1856,WOODCOTE PLACE 4-11 CONS,BD001511
STR005892,2080,HASELRIGGE ROAD 23-37,BD002189
STR005894,334,HASELRIGGE ROAD,
STR005895,314,WOODCOTE PLACE ,
STR005896,298,WOODCOTE PLACE ,
STR005899,306,WOODCOTE PLACE ,
STR005900,334,HASELRIGGE ROAD ,
STR005901,322,WOODCOTE PLACE ,
STR005903,314,WOODCOTE PLACE,
STR005904,219,HASELRIGGE ROAD,BD002371
STR005910,338,HEMBERTON ROAD ,
STR005912,367,HEMBERTON ROAD ,BD000188
STR005914,290,HICKMORE WALK ,
STR005918,294,WOODVALE WALK ,
STR005921,266,HICKMORE WALK,
STR005922,306,WOODVALE WALK,
STR005923,532,HICKMORE WALK (22-24),BD000085
STR005926,404,HICKMORE WALK (25-27),
STR005927,404,HICKMORE WALK (29-31),BD000071
STR005928,484,HICKMORE WALK (33-35),
STR005931,294,WOODVALE WALK ,
STR005935,236,HUBERT GROVE ,
STR005936,676,KNOWLES WALK 1-4,BD000089
STR005937,808,KNOWLES WALK (5-8),
STR005938,169,KNOWLES WALK ,
STR005939,507,KNOWLES WALK (10-12),BD000090
STR005940,294,WOODVALE WALK,BD001421
STR005941,808,KNOWLES WALK (13-16),
STR005942,294,WOODVALE WALK (48),
STR005944,808,KNOWLES WALK 17-20,BD000091
STR005945,314,WOODVALE WALK ,
STR005946,330,LANDOR ROAD ,
STR005948,450,LANDOR ROAD ,
STR005949,318,LISTON ROAD ,
STR005951,202,LITTLEBURY ROAD (22-24),
STR005953,306,WOODVALE WALK ,
STR005956,388,LITTLEBURY ROAD (25-27),
STR005957,294,WOODVALE WALK ,
STR005958,363,WOODVALE WALK ,
STR005959,306,WOODVALE WALK ,BD001425
STR005961,409,LITTLEBURY ROAD (57-59),
STR005963,314,WOODVALE WALK,
